cleaned_text,label,username_encoded
ukraine wont be provided with anything if bide or the democrats lose power he might be playing a long game,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYall3UkpRaGo1YmJ1MDJKd056czhEQktwcEZESE1JOEphTktzMHZVZjQ5SFVTc2ZsRkNyR3VuU1NfQmxuWjdRSW1VQzBwV2Z3bTdvYkJ4TlRwN1hua3c9PQ==
good plan except those that are war criminals may not want to go to the hague and thats mostly all of them,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYOENlU2ZrWXN4ZWMyeGEzN2N6UGVIdHBYVGxzTl9qRHFOWk9rWFdRRUlnanB1RXlBTjd5TG5BS2Jub1ZkeUVfaGZvdHZMSldEbVkzaEczZUFnRUVIYUIwVkRXQWl3Wk02R0Noc2JUTWNXQ0k9
no disagreement there trumprepublicans would be a nightmare i dont want to think about really hope the dems change biden out hes done a great job so far but <number> more years at his age scares me but harris would jump in if he goes so i guess all good,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYN0dZRnUyeS1JRWJQTE1vU1MzV0l5Y2c0Tk1sZEEyV24ybVlheXdWRnNGQnM1V2ZlVDd4aC10N0FMWFI2allEaEFTeUdoMEIwUkRSQ0pLcGdzUXVwQ3c9PQ==
this is a dumb fraking idea,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYMVhoWldOeWhQX0JtRnJzZDNYekNJanZOZWtGekdIbG1RcDljSmVjNWpWVEJ6MHlSTFlNaVVOZzk3VlZ1Z05uZXlLZjlrZlI2Wld5ZWJ6dnJOTzVXbXc9PQ==
fuck no if my country invaded one of its neighbors be sure i would be the loudest mf to spit and shit on my gov and my leaders they dont say anything and get offended when you call them out they are just like drones we dont need drones we build drones to kill russian meat drones,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYbGJIeFphTTdKZkp0Rnh3djRrM3IwNG5LREtCb0hJZllxc1ZTVEFKSjBzOS1saEplekxHcE1CNktRTVJZb2JhR2pFWjlsMHFKdlJ6WGYtYktYR2xLbzg4RXlQQUV5Nkx0dGtFN2pWczFscVU9
theres no such thing as european citizenship but certainly some do the z army would clamor to defect but which eu countries would take em,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYTlFFSGtORG9OSHBDTUtPcTc0Tk1oN3pUbVEwSGlWOXhmVTZ3UXdheU10TE95czMwaXg2VENsYTZ4VFJBeElUVUFMSDRyYW1aaVc0czlWUzVKSHZTcVE9PQ==
while true to a point these conscripts that have now dont have the resources to get out of russia the regime has really clamped down on this after about a million or so have fled the country source inside russia<url> this guy while dry as dust is very informative russian expat who talks about things going on in the country,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYWC11NzJsRjZZXzViZGZDb0p1RFNTWDFScnhsZWthU3Z6a3RJR0FxZDY3cmtVRU54UFJ4aTFaSHNJejNpSDFrWUg1YmJqcndrSzJZUm43NU5jOEpJcGc9PQ==
i dunno ive known a few pretty damned decent russians over the years,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYQW85VmFRN0p0QkpJTU5RZDRkUHg4UXFud2dnQ1pVemJzb1FIMVlqNFNfM21RMV9Ia0NxNXR0a2lXd09uS01XbXU1Zm96dldxXzNsLU13MVBHcTZjbHc9PQ==
the philippines japan south korea could tell who is creating chaos there,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYemNCd2lZOG5sbVNwb0pHNGNTRWE0ejRFdl9kUlc0dWttN09RS0pmMkhMV2ozSWRWMl9LOFhkYU95ejVRM19zaW1kWm5GdkpHdnVMWEpBNlFYOE5ybnc9PQ==
this is stupid you never fuck with uxo even the ukrainian army teaches you this i had to attend a class from the ukrainains and they showed us how russian will often put an anti tank mine under a anti personnel mine you flag the mine and call it in for engineers to deal with really stupid way to get injured and put others at risk to casevec you rookie shit right here,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNYb01YcXUzTi1ldlNrN2NkQ3NFLWpuSGVlZGVqUWpyTTZzLXhKWnZ1bTYyWlNIdHlfVnBuclU2allPaVFaZmtVekhXOGRTT0N6T2lwdko5bVQ4UEE2cnc9PQ==
we do that its just they have to turn over a tank plane or a helo for citizenship to be worth the trouble for us,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZSmpJb1FHOGdaVW81MEtSOGJiLVI4U21YdEpBYXg1T085RVRCOUNIQTM2N00zZFN5SGpFZ2ZBSWNQYXFRSkVoQndDdW1Mc2lRdnUzZUxqYWpuOUQzN2c9PQ==
oh nah he ded,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZYWZ0a0tYRl96eTluM1Z3UEltbEp3Yi1oLU5Pel9TSGZKODBqMW5NdUpFR2hLeS03ems3UjktVWlGRTRCMHhENTk5UFp6MEdxejJaRk9BMWwwRkYxMnc9PQ==
i guarantee that none of your family will ever know what happened to you unless they see this,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZNW5ucXJ3ZzdGY3VQdW51NXgzNnAwRzRia3lHb1RsSWZnYnE2S251NHZwNWNOUGZWZVhtcjI0U2w4eVFmVm5PV3ozV2hOTWI2ZVhLVk5Kc0JpRlQtUXlTMXdSVkU1Ml9ocWpvbmNTVjdYZG89
thats what you call balls,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZV3RZRGpuQXMyanhIQUhGN05weWxtMy1jM3BmajB6RzE1dzRlTnE1ZERqNjJMWHNjb1piS1lkemF4M0xuc0w2NUNLb0xvSVYtb2ktMVBoV1B0cXVYVWpXRlhGbHNfZ2NlaUtWZkFZci1KU0k9
i saw harder version of the van dam split dont get upset because your meatstick tingled its alright bro,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZaTlnZ0hrRlVKczMwb3p3cWx3dHBRdnJCRjlrZGRFQ3lPaFJDdk1lV044YTFVeTRHdE1ucFJQTU9wd1JPRVVvTmZCeHBobG9mOVJzbEhuNWNXbTZIbVE9PQ==
war is the only option at this point theyve strayed too far from civilization,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMGV1M1pRODBjOGtIZWhWWXpzOHVqclJCOUU1OHEwUXljWXpia1R5THFJTjRxX05FaXdfaDFGTXBCVnhiSEpOcUFvRkFGRGh6bURiQnNSa3ZNZl9fUElKRWpGdHZVMnB2a2tnc2dNTno0Wm89
pretty sure his leg isnt the only thing missing,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZSkh1YUdOZG5GTnhXZU1LM0lBamVMTDZHOWViWjRsRm9adUhTOFNQT0szcEMzVzZnR0RMY2JUa1ZOUkMycDFITFJERXFDQXMweU5ES2dXLUtJY2NUYmc9PQ==
slava ukraine ,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZYkl1QVhTMlp6NUJXQjBlMU1qMVFLR3pwcFRnWUdiT3hQMGZMdVgyUkViVWNuTWl6SzZKcTdGYVhrSmpESjcxZHBQQ192NWhGRFY0Ym1odFdrdTI3aGJLNXd0MkgwY1FhdkY2bGxlNFlTajA9
his shoes are still on hes good,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZT25Bei12ZmlNejA0SV95NDBtQUpmX2k5Qlp0Tk9kU1o0X0ttc1FKUUJ5YnRZdENQUElYYmgtSmxsV003NUN2T2s3S2xGOGZ0UVp3SkNOMkp3UmQ0WTZ5TlpoRHAtMzUxenpjWXd5bTJqNDQ9
 he makes it look easy,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMjJSTG5ja0c4N0NoUzBoVU1DWXNwRG14Q2tXV1dnNld3UmNSUllTQldhZjlLT0hiNGZEekhObTI0S1VSNHFOQk44VjFQSV9QdW9sb1BhWTRZeXFoaHc9PQ==
was thinking the same,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZRGdLNXhjczlHLTJPNkhNWi1mY0RBRm9oYWI2eU1ZNEQ0YllOM1kxSDFzX00tWno3dTdHdHZEYWRmeDdHMkpQam0tN2g1RktQbUVGNFV0WG9Kejk3VVY5ajRHUkJoUi0ybjVmd29OeUFKNm89
arent there a heap of people in belarus who want to be russian let them go and set up a new russia,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZSWh1anByMkw0T3N0b3VZTTJpYXktZEUwelhqOWpsZUNJRGhNaHFTR0p3NDhySm02cUdMSXozSjdBU3o0VWF0dEZaZjBRbUJnRXI5b2hJMklOZkVqaEE9PQ==
yeah but then you are dealing with thousands of people fucked up by the war substance abusing ptsd to shit,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZcVlKZ09jV1ZrM0ZfM0h4aGlteXhuTUR2UFR0bjBQQ2xET3dkR2V3elZ6bHhlNWxhWlpjSkFvTEdrNFdVU1BWcElQenNVLWhUX09BLURSUXN2alFmQXc9PQ==
shrapnel was not a concern that day,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZckU5b1VMaTVKMzRBWlNWLWZweTVlS29ldHZfb2wyYlY5THpYc0tEYlpKUEk5N0xST09BaGdxc0RfSFFUSWpwTUhzUFZSaTRRQUVzRnNVYWhVWDlTUUE9PQ==
